tipo_vehiculo,tipo_energia,fecha_registro,capacidad_tanque_litros,consumo_l_100km,km_entre_repostajes,litros_por_repostaje,capacidad_bateria_kwh,consumo_kwh_100km,km_entre_recargas,kwh_por_recarga
autobus,diesel,2017-03-31 15:18:49.686335,322.1909714073114,29.35990515393273,259.36792150592987,314.30320929098036,,,,
autobus,diesel,2021-10-31 15:18:49.686335,338.73170267146685,34.553847378738354,679.8422220194742,250.50790907451744,,,,
autobus,diesel,2016-08-31 15:18:49.686335,253.65347642109586,39.46661530017378,715.5107827600265,199.9202970577488,,,,
autobus,diesel,2017-01-31 15:18:49.686335,297.02373219691,35.60804313129929,710.6442132442546,284.7568141861638,,,,
autobus,diesel,2020-03-31 15:18:49.686335,137.93663299654636,39.31004793957095,835.3673287733232,126.8025057227448,,,,
autobus,diesel,2022-01-31 15:18:49.686335,248.7806179332855,27.63461125536507,489.3419480526427,201.73369055711908,,,,
autobus,diesel,2016-02-29 15:18:49.686335,287.371592430342,36.35488659228862,752.0324158175674,229.29687922087896,,,,
autobus,diesel,2016-03-31 15:18:49.686335,237.6108409017575,23.69028402476016,828.8761268716962,162.8787124075895,,,,
autobus,diesel,2020-02-29 15:18:49.686335,381.62056519658177,34.110191509210395,383.2118623990225,319.2384118904846,,,,
autobus,diesel,2016-06-30 15:18:49.686335,228.49293110196837,27.76873886828168,697.9477738878466,184.16369421573773,,,,
autobus,diesel,2017-09-30 15:18:49.686335,277.9977756651508,29.115760459281866,574.3730253488493,272.922130676872,,,,
autobus,diesel,2022-02-28 15:18:49.686335,306.53702886430455,44.8887454016835,637.7715990347531,239.48798981548288,,,,
autobus,diesel,2018-04-30 15:18:49.686335,372.06366445330576,43.73048096475415,702.1514725307504,234.02783569327667,,,,
autobus,diesel,2024-04-30 15:18:49.686335,228.20689244102803,39.87310496725742,576.9157153829672,217.10103112058232,,,,
autobus,diesel,2023-11-30 15:18:49.686335,358.158187607748,26.261497882619366,548.6437881257582,309.4081768087096,,,,
autobus,diesel,2022-12-31 15:18:49.686335,300.51165305097936,32.46873240244158,655.1228626232037,249.49404523137304,,,,
autobus,diesel,2016-04-30 15:18:49.686335,250.92456744760244,44.70478159983347,486.9131091705796,198.96074526329386,,,,
autobus,diesel,2017-12-31 15:18:49.686335,323.10517371316354,36.13373530911924,487.1262306672222,296.5623151686349,,,,
autobus,diesel,2023-03-31 15:18:49.686335,309.9529847786735,53.55463631985356,751.9059924434755,217.2472137548566,,,,
autobus,diesel,2019-01-31 15:18:49.686335,269.98915614206027,38.14654271515497,477.6808947262016,205.0034584198236,,,,
autobus,diesel,2024-01-31 15:18:49.686335,303.490104249501,36.536392931920254,749.9468751363818,259.04366844299324,,,,
autobus,diesel,2022-01-31 15:18:49.686335,280.73432015691196,32.527068286379986,719.3886939280927,180.87634991771824,,,,
autobus,diesel,2018-08-31 15:18:49.686335,305.6758672625624,36.068327238258256,391.12899068141047,245.00768954507998,,,,
autobus,diesel,2023-10-31 15:18:49.686335,333.10653372605236,33.78024130895565,548.3653021496517,252.7031062771496,,,,
autobus,diesel,2017-01-31 15:18:49.686335,379.3008408072676,40.664869413508725,829.1164104571059,229.51326125188126,,,,
autobus,diesel,2019-04-30 15:18:49.686335,238.10922505865756,42.653618534356674,502.82517032904775,205.4210196214462,,,,
autobus,diesel,2023-11-30 15:18:49.686335,406.65166873281333,28.712084315936405,580.3393606535918,305.86369303869157,,,,
autobus,diesel,2024-11-30 15:18:49.686335,202.3956100238749,24.350136371537776,719.3091339877844,174.9010925864105,,,,
autobus,diesel,2015-10-31 15:18:49.686335,292.41074524822085,20.31035701517363,767.5085763923893,225.2048327906513,,,,
autobus,diesel,2024-07-31 15:18:49.686335,329.41586032422885,39.06393061530035,612.2691670933257,214.71676404861944,,,,
autobus,diesel,2015-09-30 15:18:49.686335,314.0495933867516,26.17306715060901,560.3734707962537,259.9904403842692,,,,
autobus,diesel,2017-11-30 15:18:49.686335,268.8650240089703,17.776875256380137,863.3554792547761,182.99243939660983,,,,
autobus,diesel,2023-06-30 15:18:49.686335,289.5938874821362,38.10862883624771,910.8349495696368,266.88499081147336,,,,
autobus,diesel,2017-03-31 15:18:49.686335,275.34995326705837,54.94399613946233,796.8287076172693,230.65067253037398,,,,
autobus,diesel,2016-09-30 15:18:49.686335,270.53176215278944,34.95143270768085,662.7977213847536,167.10684931669354,,,,
autobus,diesel,2025-02-28 15:18:49.686335,342.48010485105124,41.70792619561313,528.760141753861,234.26364136154191,,,,
autobus,diesel,2020-04-30 15:18:49.686335,317.85077429825236,35.65463486838052,525.4333390165152,207.3049957265284,,,,
autobus,diesel,2019-05-31 15:18:49.686335,265.3545202369673,34.20888277447086,728.3771157898636,231.49294082136078,,,,
autobus,diesel,2018-11-30 15:18:49.686335,344.9799937716625,42.35261186390215,712.7597331333026,343.2336360680443,,,,
autobus,diesel,2020-03-31 15:18:49.686335,315.36497604383044,32.67780364649079,860.2397889419644,282.0242760808633,,,,
autobus,diesel,2025-02-28 15:18:49.686335,340.643105941948,37.13913851257522,747.5675138804208,282.1137713534393,,,,
autobus,diesel,2023-05-31 15:18:49.686335,331.4814420961806,37.57358244956811,424.5379547360273,314.4614307281266,,,,
autobus,diesel,2019-09-30 15:18:49.686335,258.5502494538964,29.65527637085561,807.7921426584378,210.78206964494717,,,,
autobus,diesel,2023-03-31 15:18:49.686335,271.99094799015154,42.93633879629218,500.29090590283806,239.63919835827892,,,,
autobus,diesel,2021-10-31 15:18:49.686335,337.36468025616307,33.60032194643673,592.4043092071472,260.221845574339,,,,
autobus,diesel,2020-05-31 15:18:49.686335,330.5185132716732,28.95403872405724,687.5300309377542,254.90815641271203,,,,
autobus,diesel,2018-08-31 15:18:49.686335,298.9549203017926,39.29207874856323,949.3501234675946,290.20017889810305,,,,
autobus,diesel,2023-11-30 15:18:49.686335,305.8663691654391,27.812256145671704,1116.4877834008041,272.96443171149076,,,,
autobus,diesel,2018-09-30 15:18:49.686335,363.88324478942127,35.22544925895303,741.0084588704274,287.51196423300837,,,,
autobus,diesel,2016-09-30 15:18:49.686335,270.4214305582085,34.92704802684637,622.5205071919419,228.09836550491843,,,,
autobus,diesel,2024-09-30 15:18:49.686335,327.3548690585019,43.68716452665262,730.1758472720826,278.22634827515134,,,,
autobus,diesel,2024-02-29 15:18:49.686335,289.8903673783053,38.79758586303962,783.1483138810754,186.51527047194622,,,,
autobus,diesel,2020-08-31 15:18:49.686335,289.115939838639,34.79978433003885,601.8998561664213,275.4183506789081,,,,
autobus,diesel,2020-02-29 15:18:49.686335,354.93884259935953,41.5421303936023,919.2817033868483,351.7607723821071,,,,
autobus,diesel,2018-09-30 15:18:49.686335,341.2708174494015,46.12166039213851,684.5106138787103,231.29548747780774,,,,
autobus,diesel,2023-07-31 15:18:49.686335,340.67548180003195,39.462482450814896,724.6614633637091,207.95620222515205,,,,
autobus,diesel,2023-12-31 15:18:49.686335,365.27394035771647,35.08282095874704,749.8886378081692,311.7146027245393,,,,
autobus,diesel,2022-07-31 15:18:49.686335,301.05019208163793,24.505310141198724,713.2379915921683,281.1146432258062,,,,
autobus,diesel,2017-07-31 15:18:49.686335,334.09764856474817,26.47909069539702,775.8410750704418,320.6478388533444,,,,
autobus,diesel,2017-12-31 15:18:49.686335,284.4866621703272,32.55820236516266,557.4120220179615,219.53389411793322,,,,
autobus,diesel,2019-01-31 15:18:49.686335,316.2083176244221,30.123902382725735,566.2547369080954,215.59214265875147,,,,
autobus,diesel,2020-11-30 15:18:49.686335,293.49284728161575,33.50422957611643,484.97686505424576,205.32993945243996,,,,
autobus,diesel,2019-07-31 15:18:49.686335,304.8497982496359,35.45319939917686,715.9251845930339,253.30657699512736,,,,
autobus,diesel,2023-01-31 15:18:49.686335,329.75785127184565,39.237542034853846,766.8404755268172,306.0978036705162,,,,
autobus,diesel,2022-07-31 15:18:49.686335,259.0889658383264,34.43600977552727,718.6659299227829,183.618287834009,,,,
autobus,diesel,2017-09-30 15:18:49.686335,404.619363784273,38.892013150609614,901.1738650021306,246.98444222520382,,,,
autobus,diesel,2016-01-31 15:18:49.686335,249.6991309250149,35.51579531848096,649.160597175643,226.6026581279795,,,,
autobus,diesel,2018-11-30 15:18:49.686335,239.2905693606134,19.19626746916903,750.3112483388769,166.54991357416594,,,,
autobus,diesel,2022-06-30 15:18:49.686335,357.9055436750034,27.485316849449966,486.24486857910284,243.58249087733583,,,,
autobus,diesel,2021-09-30 15:18:49.686335,339.5831346981468,33.84729955422708,591.9350446288398,257.443747049588,,,,
autobus,diesel,2015-12-31 15:18:49.686335,331.2059908526078,25.32244205727114,754.3306636348666,305.6616053500378,,,,
autobus,diesel,2015-09-30 15:18:49.686335,331.41727546321397,39.79942983996963,777.3653166114716,248.74465642335744,,,,
autobus,diesel,2019-05-31 15:18:49.686335,299.3876613576543,47.24600665874958,605.9049578503726,214.5971190317789,,,,
autobus,diesel,2017-06-30 15:18:49.686335,255.1372814257084,44.750094813578535,639.26011222129,203.07847269928035,,,,
autobus,diesel,2017-02-28 15:18:49.686335,303.79022790968634,33.29245703255834,422.3189379978786,236.63660550131593,,,,
autobus,diesel,2025-04-30 15:18:49.686335,266.14191442439443,46.92580909479962,596.4456198790086,246.72361983408865,,,,
autobus,diesel,2018-02-28 15:18:49.686335,348.7559866708876,36.18933965761689,783.557474527968,229.37726847762573,,,,
autobus,diesel,2022-05-31 15:18:49.686335,292.6471309248931,32.303312231055685,736.2807524159849,248.03861928188218,,,,
autobus,diesel,2020-07-31 15:18:49.686335,258.7251401603744,30.092778691672482,725.0998582071815,252.0678176641999,,,,
autobus,diesel,2025-04-30 15:18:49.686335,283.93070791735033,32.580242508094976,657.466053077144,248.1588401266451,,,,
autobus,diesel,2020-02-29 15:18:49.686335,320.6465727137812,31.89458545167017,651.0594737942265,275.8552464469899,,,,
autobus,diesel,2016-05-31 15:18:49.686335,271.81377235980125,36.363329779003905,550.9518290789829,262.14645803750795,,,,
autobus,diesel,2017-08-31 15:18:49.686335,258.8889802216784,36.28459184839892,754.8242630303803,257.83006378297745,,,,
autobus,diesel,2016-04-30 15:18:49.686335,312.18436057459564,35.024368161227315,713.1459416584084,260.56692583511534,,,,
autobus,diesel,2021-02-28 15:18:49.686335,312.24832855543616,38.4955053579708,723.8028271989199,295.3154299985282,,,,
autobus,diesel,2017-08-31 15:18:49.686335,274.6528412314435,44.52517019829073,571.094773599863,254.88089324847897,,,,
autobus,diesel,2022-07-31 15:18:49.686335,276.44808471908385,42.59643308353059,326.99856201931334,231.15999327095,,,,
autobus,diesel,2016-07-31 15:18:49.686335,311.6024968678818,23.120816252400772,814.5729067630543,281.6527182252357,,,,
autobus,diesel,2018-04-30 15:18:49.686335,227.5957829251338,15.0,578.1743815987394,178.81705620126866,,,,
autobus,diesel,2016-09-30 15:18:49.686335,229.62681128117225,42.47455928991419,520.583635393532,223.19972564477152,,,,
autobus,diesel,2020-04-30 15:18:49.686335,264.0777889373782,24.06497041267663,754.021836787099,189.01400498048946,,,,
autobus,diesel,2020-04-30 15:18:49.686335,289.32764241440765,33.201876784858534,591.1981040121306,278.1856256898054,,,,
autobus,diesel,2022-05-31 15:18:49.686335,315.5453782799002,25.639095791525122,808.9904576069932,275.4369438923691,,,,
autobus,diesel,2021-12-31 15:18:49.686335,373.7678108474776,20.584156499359842,742.5508924365047,321.9698934969115,,,,
autobus,diesel,2024-06-30 15:18:49.686335,342.88298116010094,39.331701825638305,752.5353984800716,244.8546106253246,,,,
autobus,diesel,2017-11-30 15:18:49.686335,292.0030735018286,41.07324128242117,445.10664331991984,245.87020495224377,,,,
autobus,diesel,2017-02-28 15:18:49.686335,299.04918960486555,30.387916794186246,831.7915978079601,264.0650385363268,,,,
autobus,diesel,2020-03-31 15:18:49.686335,249.87353176810956,15.0,689.1875796850784,151.1173451300092,,,,
autobus,diesel,2017-05-31 15:18:49.686335,299.0743432003805,30.630044413980137,594.6084291130695,215.17609243370242,,,,
autobus,diesel,2018-06-30 15:18:49.686335,285.56706805399307,38.13443204322037,671.5082701013376,179.6596923828127,,,,
autobus,diesel,2020-06-30 15:18:49.686335,316.1359280169045,23.16870744980697,383.564715065252,193.28784502545903,,,,
autobus,diesel,2020-02-29 15:18:49.686335,258.63845282238384,36.46687935823324,711.2979217221007,252.26728514573074,,,,
autobus,diesel,2017-08-31 15:18:49.686335,325.9673257120586,34.87752120661604,495.59427377268923,250.1610405883047,,,,
autobus,diesel,2017-03-31 15:18:49.686335,376.6369456501289,39.634331996808704,447.09945712346985,242.43323219064374,,,,
autobus,diesel,2019-03-31 15:18:49.686335,294.5619925771571,35.95664294731323,421.64612206731636,241.50363142326273,,,,
autobus,diesel,2021-05-31 15:18:49.686335,320.0855861049471,27.215448472947557,816.9032562484888,221.84596794812802,,,,
autobus,diesel,2019-07-31 15:18:49.686335,334.5071995855556,44.572572013315934,555.6104909460817,214.00202178088637,,,,
autobus,diesel,2019-06-30 15:18:49.686335,279.93897640570816,33.73176341578424,880.0591564874749,234.6878080778139,,,,
autobus,diesel,2022-12-31 15:18:49.686335,311.20462409052084,34.781563683920545,569.6297805421553,296.5507570646211,,,,
autobus,diesel,2020-09-30 15:18:49.686335,300.62962003908973,27.533856327414433,393.896306361058,258.9300392790756,,,,
autobus,diesel,2017-04-30 15:18:49.686335,304.8838049274416,31.45374199046792,482.52133400770117,227.0397512590707,,,,
autobus,diesel,2018-06-30 15:18:49.686335,261.3495108072267,27.921578287784794,835.3717430010408,228.49546776872026,,,,
autobus,diesel,2023-06-30 15:18:49.686335,301.22550871294715,33.616431520612615,626.6152733094999,189.27901521824316,,,,
autobus,diesel,2017-09-30 15:18:49.686335,324.8999145622725,48.69366784113875,567.7569055264098,309.40268743137204,,,,
autobus,diesel,2024-10-31 15:18:49.686335,372.5571803897521,24.02479085654915,674.0027338779181,360.9513440744434,,,,
autobus,diesel,2024-05-31 15:18:49.686335,347.96354130426033,22.09150881698607,725.2674104251317,246.49006192259048,,,,
autobus,diesel,2022-08-31 15:18:49.686335,407.65912287557785,46.769362619948865,817.6098223853692,362.4961064811379,,,,
autobus,diesel,2024-11-30 15:18:49.686335,261.6326218555975,33.32541058278507,867.2748844839389,162.0468010844187,,,,
autobus,diesel,2018-08-31 15:18:49.686335,343.6160318360339,29.647418090720667,596.0347031316371,310.5039486846215,,,,
autobus,diesel,2018-06-30 15:18:49.686335,309.1671002869176,43.31923749916861,451.0928470876943,229.91812283779993,,,,
autobus,diesel,2020-03-31 15:18:49.686335,409.4901466608836,30.155075682105085,587.9802258315086,307.308450492182,,,,
autobus,diesel,2020-05-31 15:18:49.686335,259.5850857322424,49.60807770837549,689.0420759874329,218.08162985531098,,,,
autobus,diesel,2024-01-31 15:18:49.686335,258.0139078909612,40.423406970714154,505.4361610684084,181.34061893601648,,,,
autobus,diesel,2019-10-31 15:18:49.686335,270.0303677277989,31.09670873483438,506.42736276574357,243.10177492380072,,,,
autobus,diesel,2015-10-31 15:18:49.686335,193.80521378450965,52.25846570612403,701.5681822324829,149.47416592552432,,,,
autobus,diesel,2020-10-31 15:18:49.686335,273.71224891596194,30.154280615973292,642.7021472644324,183.90692078996526,,,,
autobus,diesel,2023-06-30 15:18:49.686335,262.0433669223151,40.936762976074455,654.919549311738,253.42692255843576,,,,
autobus,diesel,2024-04-30 15:18:49.686335,307.5196893238104,37.39434064325194,536.2256997949896,268.0224624925107,,,,
autobus,diesel,2018-03-31 15:18:49.686335,317.087798788858,45.413930315190385,615.439892869135,289.0832531283436,,,,
autobus,diesel,2022-09-30 15:18:49.686335,393.8085419607943,47.49208957381482,511.3650283597543,368.1046417930128,,,,
autobus,diesel,2023-11-30 15:18:49.686335,347.5211919093025,35.25603319252613,783.529761668718,221.81076457541926,,,,
autobus,diesel,2022-12-31 15:18:49.686335,271.15481721687985,28.972657037230533,805.2874002085629,172.0494822149157,,,,
autobus,diesel,2016-12-31 15:18:49.686335,255.0792664325821,38.67977714351293,373.07182066428595,237.31079514435396,,,,
autobus,diesel,2016-04-30 15:18:49.686335,324.5959585753253,29.57827704198315,510.5733709711385,244.63631229614583,,,,
autobus,diesel,2024-10-31 15:18:49.686335,233.9883396489679,51.107097980212984,425.52061173648815,154.72695011614226,,,,
autobus,diesel,2018-08-31 15:18:49.686335,391.5729382927177,36.0922826486619,552.4964098389653,339.10970036429643,,,,
autobus,diesel,2018-08-31 15:18:49.686335,358.97200603606433,32.07742758950313,637.4843045314459,280.6054100396487,,,,
autobus,diesel,2022-04-30 15:18:49.686335,276.5412173947648,36.47744244691927,432.5532170452205,242.7456397551762,,,,
autobus,diesel,2017-01-31 15:18:49.686335,214.34327354545613,24.222989683762428,511.721028031203,153.69239594891943,,,,
autobus,diesel,2017-08-31 15:18:49.686335,367.69361870827066,27.22708769191479,499.4063941877752,318.66027106689904,,,,
autobus,diesel,2022-08-31 15:18:49.686335,294.2730077373691,44.603311263555405,681.0900994098416,192.59906786768127,,,,
autobus,diesel,2016-03-31 15:18:49.686335,361.8908155986731,29.744845768228835,660.4016505554375,282.0455722510381,,,,
autobus,diesel,2016-08-31 15:18:49.686335,220.27861706028165,26.62471213854448,541.739366999412,186.42530036383724,,,,
autobus,diesel,2016-01-31 15:18:49.686335,270.03124885231136,39.29322202021829,676.5231308209097,211.0499496318451,,,,
autobus,diesel,2020-02-29 15:18:49.686335,300.26218498590913,44.48563323730397,567.9979873119102,224.73059474219843,,,,
autobus,diesel,2022-03-31 15:18:49.686335,302.3490296882371,40.751626485320536,609.251733451092,187.1923089550166,,,,
autobus,diesel,2018-02-28 15:18:49.686335,277.4967264260378,42.96838148644653,901.0178135447806,275.2425368726428,,,,
autobus,diesel,2021-09-30 15:18:49.686335,331.14249661737495,28.945639291444316,851.0691577685521,212.2042957063314,,,,
autobus,diesel,2023-12-31 15:18:49.686335,246.61897853087027,23.62551466606525,455.06281446086035,211.37632749291808,,,,
autobus,diesel,2017-06-30 15:18:49.686335,292.8810257489353,47.010669215643894,774.4598626818762,286.1634764466166,,,,
autobus,diesel,2018-01-31 15:18:49.686335,306.01478158559496,32.41856128926291,771.7094831737388,195.7212157465557,,,,
autobus,diesel,2024-12-31 15:18:49.686335,325.72194170293744,32.99333586835962,477.7605066871073,277.2262667462897,,,,
autobus,diesel,2021-07-31 15:18:49.686335,335.5807439044445,45.62555313479246,772.8166465632291,253.9649717289906,,,,
autobus,diesel,2022-03-31 15:18:49.686335,243.76789540810654,39.44984007520528,880.6897877618829,216.61352323399626,,,,
autobus,diesel,2016-05-31 15:18:49.686335,223.29429146321888,38.64710217665286,481.6182790633379,156.3547767611026,,,,
autobus,diesel,2025-08-31 15:18:49.686335,363.88384109492546,52.32001875920867,512.3745768478605,267.97456366291453,,,,
autobus,diesel,2023-11-30 15:18:49.686335,316.6157005989796,29.851854156958858,802.6492200265254,311.4642244102744,,,,
autobus,diesel,2016-04-30 15:18:49.686335,262.5756731721723,42.422721024649896,690.7242966238472,215.151715016173,,,,
autobus,diesel,2020-05-31 15:18:49.686335,377.55759877612616,35.456104999176674,732.7214412859284,256.7121220134041,,,,
autobus,diesel,2023-08-31 15:18:49.686335,305.78373171464295,37.148738230906055,701.0883824600745,210.46487574782276,,,,
autobus,diesel,2016-04-30 15:18:49.686335,358.96485920319134,47.22774741130026,708.6043881392217,267.93329378926774,,,,
autobus,diesel,2023-07-31 15:18:49.686335,303.37592407050545,39.06268605031699,451.0291807533375,266.5039956073737,,,,
autobus,diesel,2019-09-30 15:18:49.686335,403.03739624409934,39.30636863239707,807.0976559932172,261.52841807449454,,,,
autobus,diesel,2018-01-31 15:18:49.686335,387.7670421221602,43.58005869847842,825.438498864166,328.69606469806587,,,,
autobus,diesel,2024-05-31 15:18:49.686335,287.5517925760463,32.08037816365692,615.5913883897958,237.94657118923317,,,,
autobus,diesel,2020-10-31 15:18:49.686335,348.5785475477178,28.286322661287947,643.4784575279207,306.6981829435768,,,,
autobus,diesel,2018-03-31 15:18:49.686335,332.2687974792574,26.64152644783173,420.33387461664165,214.24332818911188,,,,
autobus,diesel,2016-08-31 15:18:49.686335,368.43157787661744,19.269147284991988,727.1382134026752,362.60111926262925,,,,
autobus,diesel,2016-12-31 15:18:49.686335,251.7538269709948,51.44965703952258,735.8086162571216,240.26204395508813,,,,
autobus,diesel,2023-03-31 15:18:49.686335,334.30257299992195,26.174333074226535,640.6713474501033,278.52373030301476,,,,
autobus,diesel,2025-05-31 15:18:49.686335,352.9212243424794,33.22997101131382,818.6530039805754,219.29348550925883,,,,
autobus,diesel,2024-11-30 15:18:49.686335,212.06302567884427,32.785493600888636,599.8884153530089,183.5837228179753,,,,
autobus,diesel,2016-08-31 15:18:49.686335,240.83707436671125,37.459253582472805,734.6908888840401,180.41683145778083,,,,
autobus,diesel,2022-10-31 15:18:49.686335,198.03839111199497,41.525897700314374,497.05034919618265,175.1469526824077,,,,
autobus,diesel,2020-02-29 15:18:49.686335,286.5296582777721,41.88378790687796,646.4671773688643,279.1191166712261,,,,
autobus,diesel,2017-11-30 15:18:49.686335,335.8771127897981,30.335380491448493,623.8468613145747,238.7848392963827,,,,
autobus,diesel,2024-12-31 15:18:49.686335,375.1178526048014,33.66302628970871,683.7961883061413,235.352840088883,,,,
autobus,diesel,2018-06-30 15:18:49.686335,303.70473902098877,37.2606396039064,594.5709606749962,261.2050535494959,,,,
autobus,diesel,2020-08-31 15:18:49.686335,381.4307772785646,33.01047099053162,630.2791106492498,316.5329350288395,,,,
autobus,diesel,2016-01-31 15:18:49.686335,230.99492708925544,47.858764608159944,773.9070757162259,213.79062609406873,,,,
autobus,diesel,2018-08-31 15:18:49.686335,214.83087803224225,38.92779961310601,584.4853644142673,154.4822933657601,,,,
autobus,diesel,2018-08-31 15:18:49.686335,297.22261505516906,40.87902228839854,409.0134348891981,268.76627692818425,,,,
autobus,diesel,2021-06-30 15:18:49.686335,319.20327244696534,40.3030501493393,912.4375856308131,200.83757439549936,,,,
autobus,diesel,2024-09-30 15:18:49.686335,298.36526259529535,44.3877908598826,857.218111803573,281.99098105719617,,,,
autobus,diesel,2025-04-30 15:18:49.686335,196.62789499800618,36.448172469629654,456.1605957341572,153.5564898706225,,,,
autobus,diesel,2018-12-31 15:18:49.686335,295.5439980243606,24.62534441635323,753.4561707867791,258.74644819370457,,,,
autobus,diesel,2021-03-31 15:18:49.686335,234.77652497475734,38.19750361402113,574.5537844172985,193.97535851552738,,,,
autobus,diesel,2023-03-31 15:18:49.686335,333.48362744150194,29.78914484966537,689.5230822996589,246.42373042228564,,,,
autobus,diesel,2022-11-30 15:18:49.686335,318.3299123048424,30.771066546001947,694.1336193520241,310.8715280034307,,,,
autobus,diesel,2017-11-30 15:18:49.686335,253.00601068363224,39.690912150040745,614.8388299525517,158.63489306347756,,,,
autobus,diesel,2024-10-31 15:18:49.686335,274.30665413316535,44.90626457146909,532.4351501620405,267.0532662142221,,,,
autobus,diesel,2020-11-30 15:18:49.686335,247.0393239055524,35.1701726138885,546.4188421525611,207.93210604196602,,,,
autobus,diesel,2025-07-31 15:18:49.686335,296.8660451363414,37.47066410079171,512.5712126778136,213.55248023384428,,,,
autobus,diesel,2015-11-30 15:18:49.686335,347.7571160250619,48.617719557081905,525.2266687654333,309.0759487237769,,,,
autobus,diesel,2016-06-30 15:18:49.686335,250.71369768322282,36.92602543590855,639.9232564925967,178.37726558895307,,,,
autobus,diesel,2020-06-30 15:18:49.686335,325.20232577589223,55.813464913443156,542.6360016333872,267.4947173213199,,,,
autobus,diesel,2023-09-30 15:18:49.686335,273.48711908137795,39.524077165052354,752.307809856893,236.52559189008235,,,,
autobus,diesel,2024-03-31 15:18:49.686335,260.3563583868828,20.913897926753457,873.0869233003891,182.48810280481635,,,,
autobus,diesel,2018-03-31 15:18:49.686335,294.6484820022721,41.02673296883626,562.9920137944936,203.97154849787017,,,,
autobus,diesel,2022-07-31 15:18:49.686335,248.2378838790313,38.04926707906222,685.9106750803065,160.38741317179958,,,,
autobus,diesel,2021-09-30 15:18:49.686335,272.3175347326409,45.318022032661965,724.9527665454401,213.33002857944416,,,,
autobus,diesel,2019-04-30 15:18:49.686335,240.10610537055757,40.38545081015967,720.8003406378912,175.42122741574966,,,,
autobus,diesel,2019-01-31 15:18:49.686335,398.2362566458195,33.89235212812981,661.3932901874131,252.4090425499446,,,,
autobus,diesel,2019-02-28 15:18:49.686335,301.7631775985864,25.205614109685072,761.4023627539584,234.0487265359205,,,,
autobus,diesel,2018-12-31 15:18:49.686335,265.0137246003707,33.327813941711796,722.3373429020986,186.20210055004966,,,,
autobus,diesel,2022-08-31 15:18:49.686335,310.6989955367111,28.1958363663256,464.35063665090536,209.07722392742792,,,,
autobus,diesel,2024-08-31 15:18:49.686335,294.3835975154585,30.35581240156222,780.373409658391,270.82011041806976,,,,
autobus,diesel,2018-11-30 15:18:49.686335,288.95152002333884,39.70862723536488,783.0936255900112,178.49225202437722,,,,
autobus,diesel,2023-08-31 15:18:49.686335,330.7083350021713,48.359236034811246,535.5070843732128,243.63383605349952,,,,
autobus,diesel,2016-10-31 15:18:49.686335,337.87538550236525,38.15737223858385,655.6906753171403,320.7606578290029,,,,
autobus,diesel,2022-02-28 15:18:49.686335,273.4749426194736,25.432935503718525,752.4993489216604,235.34163585889925,,,,
autobus,diesel,2017-11-30 15:18:49.686335,271.209087967766,38.55682134576112,618.6029270630958,252.79774511875706,,,,
